[0]workload_name,[1]chunks_per_rank,[2]num_ranks,[3]timer_tag,[4]elapsed_seconds,[5]chunk_size_bytes,[6]io_participation,[7]filter
HDF5,4,1,read_all_chunks,0.001775,4194304,collective,raw
HDF5,4,2,write_chunk,0.003173,4194304,independent,raw
HDF5,4,2,write_all_chunks,0.018407,4194304,independent,raw
HDF5,4,2,read_chunk,0.000615,4194304,independent,raw
HDF5,4,2,read_all_chunks,0.003813,4194304,independent,raw
HDF5,4,2,write_chunk,0.005082,4194304,collective,raw
HDF5,4,2,write_all_chunks,0.034219,4194304,collective,raw
HDF5,4,2,read_chunk,0.001790,4194304,collective,raw
HDF5,4,2,read_all_chunks,0.008554,4194304,collective,raw
HDF5,4,4,write_chunk,0.003248,4194304,independent,raw
HDF5,4,4,write_all_chunks,0.022358,4194304,independent,raw
HDF5,4,4,read_chunk,0.001853,4194304,independent,raw
HDF5,4,4,read_all_chunks,0.008131,4194304,independent,raw
HDF5,4,4,write_chunk,0.005958,4194304,collective,raw
HDF5,4,4,write_all_chunks,0.044818,4194304,collective,raw
HDF5,4,4,read_chunk,0.004196,4194304,collective,raw
HDF5,4,4,read_all_chunks,0.017544,4194304,collective,raw
HDF5,4,8,write_chunk,0.005526,4194304,independent,raw
HDF5,4,8,write_all_chunks,0.035936,4194304,independent,raw
HDF5,4,8,read_chunk,0.002466,4194304,independent,raw
HDF5,4,8,read_all_chunks,0.011977,4194304,independent,raw
HDF5,4,8,write_chunk,0.009627,4194304,collective,raw
HDF5,4,8,write_all_chunks,0.072072,4194304,collective,raw
HDF5,4,8,read_chunk,0.009388,4194304,collective,raw
HDF5,4,8,read_all_chunks,0.039714,4194304,collective,raw
HDF5,4,16,write_chunk,0.005439,4194304,independent,raw
HDF5,4,16,write_all_chunks,0.047555,4194304,independent,raw
HDF5,4,16,read_chunk,0.000341,4194304,independent,raw
HDF5,4,16,read_all_chunks,0.020334,4194304,independent,raw
HDF5,4,16,write_chunk,0.014921,4194304,collective,raw
HDF5,4,16,write_all_chunks,0.111551,4194304,collective,raw
HDF5,4,16,read_chunk,0.003442,4194304,collective,raw
HDF5,4,16,read_all_chunks,0.032790,4194304,collective,raw
HDF5,4,32,write_chunk,0.010482,4194304,independent,raw
HDF5,4,32,write_all_chunks,0.068076,4194304,independent,raw
HDF5,4,32,read_chunk,0.002483,4194304,independent,raw
HDF5,4,32,read_all_chunks,0.017863,4194304,independent,raw
HDF5,4,32,write_chunk,0.028688,4194304,collective,raw
HDF5,4,32,write_all_chunks,0.178205,4194304,collective,raw
HDF5,4,32,read_chunk,0.026788,4194304,collective,raw
HDF5,4,32,read_all_chunks,0.115613,4194304,collective,raw
HDF5,4,64,write_chunk,0.016984,4194304,independent,raw
HDF5,4,64,write_all_chunks,0.100976,4194304,independent,raw
HDF5,4,64,read_chunk,0.002110,4194304,independent,raw
HDF5,4,64,read_all_chunks,0.021882,4194304,independent,raw
HDF5,4,64,write_chunk,0.051900,4194304,collective,raw
HDF5,4,64,write_all_chunks,0.299195,4194304,collective,raw
HDF5,4,64,read_chunk,0.048220,4194304,collective,raw
HDF5,4,64,read_all_chunks,0.207615,4194304,collective,raw
HDF5,4,128,write_chunk,0.036397,4194304,independent,raw
HDF5,4,128,write_all_chunks,0.170674,4194304,independent,raw
HDF5,4,128,read_chunk,0.003092,4194304,independent,raw
HDF5,4,128,read_all_chunks,0.035094,4194304,independent,raw
HDF5,4,128,write_chunk,0.104805,4194304,collective,raw
HDF5,4,128,write_all_chunks,0.456428,4194304,collective,raw
HDF5,4,128,read_chunk,0.099966,4194304,collective,raw
HDF5,4,128,read_all_chunks,0.510261,4194304,collective,raw
HDF5,4,256,write_chunk,0.067146,4194304,independent,raw
HDF5,4,256,write_all_chunks,0.310913,4194304,independent,raw
HDF5,4,256,read_chunk,0.005119,4194304,independent,raw
HDF5,4,256,read_all_chunks,0.057085,4194304,independent,raw
HDF5,4,256,write_chunk,0.217702,4194304,collective,raw
HDF5,4,256,write_all_chunks,0.928043,4194304,collective,raw
HDF5,4,256,read_chunk,0.215418,4194304,collective,raw
HDF5,4,256,read_all_chunks,1.070859,4194304,collective,raw
HDF5-ZFP,4,1,write_chunk,0.001526,4194304,collective,zfp_compress
HDF5-ZFP,4,1,write_all_chunks,0.008070,4194304,collective,zfp_compress
HDF5-ZFP,4,1,read_chunk,0.000488,4194304,collective,zfp_compress
HDF5-ZFP,4,1,read_all_chunks,0.001975,4194304,collective,zfp_compress
HDF5-ZFP,4,2,write_chunk,0.002102,4194304,collective,zfp_compress
HDF5-ZFP,4,2,write_all_chunks,0.012069,4194304,collective,zfp_compress
HDF5-ZFP,4,2,read_chunk,0.000776,4194304,collective,zfp_compress
HDF5-ZFP,4,2,read_all_chunks,0.004271,4194304,collective,zfp_compress
HDF5-ZFP,4,4,write_chunk,0.002364,4194304,collective,zfp_compress
HDF5-ZFP,4,4,write_all_chunks,0.016290,4194304,collective,zfp_compress
HDF5-ZFP,4,4,read_chunk,0.000882,4194304,collective,zfp_compress
HDF5-ZFP,4,4,read_all_chunks,0.005103,4194304,collective,zfp_compress
HDF5-ZFP,4,8,write_chunk,0.002543,4194304,collective,zfp_compress
HDF5-ZFP,4,8,write_all_chunks,0.024828,4194304,collective,zfp_compress
HDF5-ZFP,4,8,read_chunk,0.001095,4194304,collective,zfp_compress
HDF5-ZFP,4,8,read_all_chunks,0.006009,4194304,collective,zfp_compress
HDF5-ZFP,4,16,write_chunk,0.003677,4194304,collective,zfp_compress
HDF5-ZFP,4,16,write_all_chunks,0.026461,4194304,collective,zfp_compress
