scale_type,chunks_per_rank,num_ranks,timer_tag,elapsed_seconds,io_impl
rank,1,1,write_chunk,0.000614,hdf5
rank,1,1,write_all_chunks,0.002851,hdf5
rank,1,1,read_chunk,0.000197,hdf5
rank,1,1,read_all_chunks,0.000199,hdf5
rank,1,2,write_chunk,0.000600,hdf5
rank,1,2,write_all_chunks,0.010804,hdf5
rank,1,2,read_chunk,0.003095,hdf5
rank,1,2,read_all_chunks,0.003099,hdf5
rank,1,4,write_chunk,0.003452,hdf5
rank,1,4,write_all_chunks,0.022292,hdf5
rank,1,4,read_chunk,0.000850,hdf5
rank,1,4,read_all_chunks,0.000853,hdf5
rank,1,8,write_chunk,0.000914,hdf5
rank,1,8,write_all_chunks,0.037466,hdf5
rank,1,8,read_chunk,0.000802,hdf5
rank,1,8,read_all_chunks,0.000805,hdf5
rank,1,16,write_chunk,0.000940,hdf5
rank,1,16,write_all_chunks,0.034150,hdf5
rank,1,16,read_chunk,0.000396,hdf5
rank,1,16,read_all_chunks,0.000399,hdf5
rank,1,32,write_chunk,0.022214,hdf5
rank,1,32,write_all_chunks,0.033754,hdf5
rank,1,32,read_chunk,0.000658,hdf5
rank,1,32,read_all_chunks,0.000661,hdf5
rank,1,64,write_chunk,0.046295,hdf5
rank,1,64,write_all_chunks,0.074462,hdf5
rank,1,64,read_chunk,0.009449,hdf5
rank,1,64,read_all_chunks,0.009453,hdf5
rank,1,128,write_chunk,0.086415,hdf5
rank,1,128,write_all_chunks,0.122191,hdf5
rank,1,128,read_chunk,0.005749,hdf5
rank,1,128,read_all_chunks,0.005753,hdf5
rank,1,256,write_chunk,0.137618,hdf5
rank,1,256,write_all_chunks,0.165611,hdf5
rank,1,256,read_chunk,0.009466,hdf5
rank,1,256,read_all_chunks,0.009472,hdf5
chunk,1,256,write_chunk,0.114080,hdf5
chunk,1,256,write_all_chunks,0.169086,hdf5
chunk,1,256,read_chunk,0.014517,hdf5
chunk,1,256,read_all_chunks,0.014524,hdf5
chunk,2,256,write_chunk,0.134028,hdf5
chunk,2,256,write_all_chunks,0.308958,hdf5
chunk,2,256,read_chunk,0.014745,hdf5
chunk,2,256,read_all_chunks,0.029499,hdf5
chunk,4,256,write_chunk,0.118654,hdf5
chunk,4,256,write_all_chunks,0.520111,hdf5
chunk,4,256,read_chunk,0.020358,hdf5
chunk,4,256,read_all_chunks,0.081448,hdf5
rank,1,1,write_chunk,0.133112,pdc
rank,1,1,write_all_chunks,0.133122,pdc
rank,1,1,read_chunk,0.019372,pdc
rank,1,1,read_all_chunks,0.019375,pdc
rank,1,2,write_chunk,0.110688,pdc
rank,1,2,write_all_chunks,0.110696,pdc
rank,1,2,read_chunk,0.118816,pdc
rank,1,2,read_all_chunks,0.118821,pdc
rank,1,4,write_chunk,0.107291,pdc
rank,1,4,write_all_chunks,0.107300,pdc
rank,1,4,read_chunk,0.118278,pdc
rank,1,4,read_all_chunks,0.118282,pdc
rank,1,8,write_chunk,0.102848,pdc
rank,1,8,write_all_chunks,0.102856,pdc
rank,1,8,read_chunk,0.118099,pdc
rank,1,8,read_all_chunks,0.118103,pdc
rank,1,16,write_chunk,0.185964,pdc
rank,1,16,write_all_chunks,0.185973,pdc
rank,1,16,read_chunk,0.033944,pdc
rank,1,16,read_all_chunks,0.033947,pdc
rank,1,32,write_chunk,0.260149,pdc
rank,1,32,write_all_chunks,0.260161,pdc
rank,1,32,read_chunk,0.122906,pdc
rank,1,32,read_all_chunks,0.122911,pdc
rank,1,64,write_chunk,0.280142,pdc
rank,1,64,write_all_chunks,0.280153,pdc
rank,1,64,read_chunk,0.031768,pdc
rank,1,64,read_all_chunks,0.031772,pdc
rank,1,128,write_chunk,0.308951,pdc
rank,1,128,write_all_chunks,0.308967,pdc
rank,1,128,read_chunk,0.043139,pdc
rank,1,128,read_all_chunks,0.043144,pdc
rank,1,256,write_chunk,0.730986,pdc
rank,1,256,write_all_chunks,0.731007,pdc
rank,1,256,read_chunk,0.124537,pdc
rank,1,256,read_all_chunks,0.124543,pdc
chunk,1,256,write_chunk,0.449407,pdc
chunk,1,256,write_all_chunks,0.449427,pdc
chunk,1,256,read_chunk,0.165097,pdc
chunk,1,256,read_all_chunks,0.165104,pdc
chunk,2,256,write_chunk,0.347988,pdc
chunk,2,256,write_all_chunks,0.696000,pdc
chunk,2,256,read_chunk,0.082237,pdc
chunk,2,256,read_all_chunks,0.164484,pdc
chunk,4,256,write_chunk,0.220423,pdc
chunk,4,256,write_all_chunks,0.881724,pdc
chunk,4,256,read_chunk,0.121016,pdc
chunk,4,256,read_all_chunks,0.484082,pdc
